index,Height,Height (m),Weight,BMI
5489,167,1.67,36,12.90831511
5490,177,1.77,71,22.66270867
5491,164,1.64,95,35.32123736
5492,180,1.8,37,11.41975309
5493,153,1.53,27,11.53402537
5494,144,1.44,93,44.84953704
5495,156,1.56,28,11.50558843
5496,155,1.55,84,34.9635796
5497,148,1.48,78,35.60993426
5498,156,1.56,69,28.3530572
5499,162,1.62,43,16.38469745
5500,169,1.69,95,33.26214068
5501,163,1.63,54,20.32443826
5502,161,1.61,55,21.21831719
5503,163,1.63,33,12.42049004
5504,174,1.74,50,16.51473114
5505,147,1.47,60,27.76620852
5506,176,1.76,100,32.28305785
5507,174,1.74,61,20.14797199
5508,161,1.61,27,10.4162648
5509,179,1.79,56,17.47760682
5510,159,1.59,71,28.08433211
5511,165,1.65,42,15.42699725
5512,158,1.58,69,27.63980131
5513,149,1.49,25,11.26075402
5514,178,1.78,58,18.30576947
5515,174,1.74,84,27.74474832
5516,174,1.74,96,31.70828379
5517,160,1.6,97,37.890625
5518,146,1.46,65,30.49352599
5519,171,1.71,53,18.12523512
5520,156,1.56,81,33.28402367
5521,179,1.79,32,9.987203895
5522,151,1.51,95,41.66483926
5523,177,1.77,35,11.1717578
5524,166,1.66,61,22.13673973
5525,173,1.73,72,24.05693475
5526,156,1.56,29,11.9165023
5527,150,1.5,92,40.88888889
5528,179,1.79,57,17.78970694
5529,149,1.49,50,22.52150804
5530,168,1.68,65,23.03004535
5531,151,1.51,56,24.5603263
5532,154,1.54,33,13.91465677
5533,160,1.6,80,31.25
5534,158,1.58,72,28.84153181
5535,157,1.57,42,17.0392308
5536,151,1.51,33,14.47304943
5537,158,1.58,66,26.43807082
5538,170,1.7,94,32.52595156
5539,168,1.68,75,26.57312925
5540,163,1.63,57,21.45357371
5541,149,1.49,43,19.36849691
5542,178,1.78,77,24.30248706
5543,144,1.44,75,36.16898148
5544,178,1.78,48,15.14960232
5545,177,1.77,37,11.81014396
5546,163,1.63,85,31.99217133
5547,151,1.51,66,28.94609886
5548,148,1.48,93,42.45799854
5549,162,1.62,42,16.00365798
5550,153,1.53,39,16.66025887
5551,141,1.41,89,44.76635984
5552,158,1.58,36,14.4207659
5553,166,1.66,93,33.74945565
5554,151,1.51,64,28.06894434
5555,172,1.72,75,25.35154137
5556,180,1.8,45,13.88888889
5557,179,1.79,29,9.05090353
5558,160,1.6,86,33.59375
5559,143,1.43,57,27.87422368
5560,141,1.41,78,39.23343896
5561,148,1.48,78,35.60993426
5562,162,1.62,43,16.38469745
5563,157,1.57,70,28.398718
5564,149,1.49,35,15.76505563
5565,153,1.53,100,42.7186125
5566,159,1.59,38,15.03105099
5567,172,1.72,38,12.84478096
5568,166,1.66,98,35.56394252
5569,160,1.6,61,23.828125
5570,179,1.79,59,18.41390718
5571,168,1.68,79,27.99036281
5572,173,1.73,72,24.05693475
5573,156,1.56,95,39.03681788
5574,164,1.64,69,25.6543724
5575,153,1.53,61,26.05835362
5576,169,1.69,53,18.55677322
5577,152,1.52,93,40.25277008
5578,171,1.71,39,13.33743716
5579,146,1.46,80,37.53049353
5580,146,1.46,28,13.13567273
5581,167,1.67,88,31.55365915
5582,149,1.49,88,39.63785415
5583,176,1.76,36,11.62190083
5584,154,1.54,56,23.61275089
5585,148,1.48,84,38.34915997
5586,146,1.46,67,31.43178833
5587,166,1.66,63,22.86253448
5588,161,1.61,67,25.84776822
5589,170,1.7,94,32.52595156
5590,178,1.78,80,25.2493372
5591,150,1.5,36,16
5592,153,1.53,33,14.09714212
5593,161,1.61,96,37.03560819
5594,143,1.43,78,38.14367451
5595,180,1.8,80,24.69135802
5596,172,1.72,30,10.14061655
5597,142,1.42,62,30.74786749
5598,168,1.68,76,26.92743764
5599,159,1.59,32,12.65772715
5600,170,1.7,45,15.57093426
5601,174,1.74,37,12.22090104
5602,165,1.65,41,15.05968779
5603,164,1.64,29,10.78227246
5604,156,1.56,77,31.64036818
5605,144,1.44,44,21.2191358
5606,163,1.63,95,35.75595619
5607,178,1.78,39,12.30905189
5608,173,1.73,39,13.03083965
5609,172,1.72,73,24.67550027
5610,161,1.61,99,38.19297095
5611,166,1.66,90,32.66076354
5612,151,1.51,82,35.96333494
5613,156,1.56,65,26.70940171
5614,169,1.69,70,24.50894577
5615,168,1.68,95,33.65929705
5616,177,1.77,67,21.38593635
5617,144,1.44,85,40.99151235
5618,163,1.63,100,37.63784862
5619,140,1.4,68,34.69387755
5620,158,1.58,92,36.85306842
5621,170,1.7,92,31.83391003
5622,179,1.79,55,17.16550669
5623,163,1.63,85,31.99217133
5624,152,1.52,82,35.49168975
5625,164,1.64,74,27.51338489
5626,165,1.65,100,36.73094582
5627,153,1.53,26,11.10683925
5628,152,1.52,98,42.41689751
5629,172,1.72,45,15.21092482
5630,159,1.59,35,13.84438907
5631,180,1.8,84,25.92592593
5632,141,1.41,56,28.1675972
5633,158,1.58,63,25.23634033
5634,167,1.67,99,35.49786654
5635,153,1.53,40,17.087445
5636,177,1.77,55,17.55561939
5637,178,1.78,41,12.94028532
5638,178,1.78,93,29.3523545
5639,169,1.69,64,22.40817899
5640,176,1.76,96,30.99173554
5641,171,1.71,29,9.917581478
5642,140,1.4,67,34.18367347
5643,148,1.48,44,20.08765522
5644,180,1.8,78,24.07407407
5645,162,1.62,82,31.24523701
5646,170,1.7,33,11.41868512
5647,144,1.44,58,27.97067901
5648,177,1.77,75,23.93948099
5649,166,1.66,83,30.12048193
5650,167,1.67,99,35.49786654
5651,159,1.59,84,33.22653376
5652,170,1.7,60,20.76124567
5653,157,1.57,49,19.8791026
5654,160,1.6,68,26.5625
5655,142,1.42,46,22.81293394
5656,180,1.8,37,11.41975309
5657,144,1.44,47,22.66589506
5658,163,1.63,81,30.48665738
5659,143,1.43,28,13.69260111
5660,171,1.71,61,20.86111966
5661,179,1.79,68,21.22280828
5662,174,1.74,70,23.1206236
5663,156,1.56,63,25.88757396
5664,180,1.8,32,9.87654321
5665,170,1.7,49,16.9550173
5666,153,1.53,79,33.74770387
5667,144,1.44,51,24.59490741
5668,175,1.75,88,28.73469388
5669,149,1.49,83,37.38570335
5670,150,1.5,41,18.22222222
5671,175,1.75,81,26.44897959
5672,153,1.53,42,17.94181725
5673,141,1.41,30,15.08978422
5674,170,1.7,69,23.87543253
5675,176,1.76,28,9.039256198
5676,163,1.63,76,28.60476495
5677,157,1.57,76,30.83289383
5678,145,1.45,65,30.91557669
5679,176,1.76,39,12.59039256
5680,167,1.67,45,16.13539388
5681,160,1.6,80,31.25
5682,172,1.72,46,15.54894538
5683,166,1.66,84,30.4833793
5684,157,1.57,47,19.06771066
5685,160,1.6,93,36.328125
5686,173,1.73,39,13.03083965
5687,178,1.78,47,14.83398561
5688,143,1.43,88,43.03388919
5689,174,1.74,72,23.78121284
5690,166,1.66,96,34.83814777
5691,168,1.68,69,24.44727891
5692,163,1.63,79,29.73390041
5693,171,1.71,32,10.94353818
5694,179,1.79,86,26.84061047
5695,143,1.43,28,13.69260111
5696,147,1.47,100,46.27701421
5697,152,1.52,44,19.04432133
5698,167,1.67,98,35.13930223
5699,147,1.47,32,14.80864455
5700,168,1.68,93,32.95068027
5701,144,1.44,43,20.73688272
5702,154,1.54,54,22.76943835
5703,166,1.66,78,28.30599506
5704,142,1.42,97,48.10553462
5705,170,1.7,35,12.11072664
5706,154,1.54,34,14.33631304
5707,148,1.48,87,39.71877283
5708,160,1.6,97,37.890625
5709,177,1.77,78,24.89706023
5710,152,1.52,67,28.99930748
5711,143,1.43,93,45.47899653
5712,178,1.78,82,25.88057064
5713,140,1.4,96,48.97959184
5714,153,1.53,60,25.6311675
5715,150,1.5,43,19.11111111
5716,177,1.77,46,14.68288168
5717,169,1.69,43,15.05549526
5718,170,1.7,72,24.91349481
5719,162,1.62,50,19.05197378
5720,142,1.42,47,23.30886729
5721,145,1.45,37,17.5980975
5722,167,1.67,84,30.11940191
5723,175,1.75,32,10.44897959
5724,177,1.77,77,24.57786715
5725,140,1.4,78,39.79591837
5726,140,1.4,80,40.81632653
5727,170,1.7,27,9.342560554
5728,177,1.77,95,30.32334259
5729,163,1.63,30,11.29135459
5730,152,1.52,53,22.93975069
5731,172,1.72,44,14.87290427
5732,150,1.5,85,37.77777778
5733,175,1.75,83,27.10204082
5734,177,1.77,64,20.42835711
5735,144,1.44,55,26.52391975
5736,151,1.51,87,38.15622122
5737,172,1.72,32,10.81665765
5738,146,1.46,62,29.08613248
5739,167,1.67,45,16.13539388
5740,159,1.59,78,30.85320992
5741,173,1.73,39,13.03083965
5742,146,1.46,66,30.96265716
5743,165,1.65,31,11.3865932
5744,154,1.54,29,12.22803171
5745,159,1.59,48,18.98659072
5746,148,1.48,41,18.71804237
5747,144,1.44,41,19.77237654
5748,170,1.7,72,24.91349481
5749,156,1.56,88,36.16042078
5750,149,1.49,49,22.07107788
5751,159,1.59,77,30.45765595
5752,178,1.78,94,29.66797122
5753,175,1.75,57,18.6122449
5754,145,1.45,93,44.23305589
5755,167,1.67,84,30.11940191
5756,179,1.79,37,11.5477045
5757,156,1.56,39,16.02564103
5758,178,1.78,39,12.30905189
5759,150,1.5,53,23.55555556
5760,161,1.61,97,37.42139578
5761,178,1.78,80,25.2493372
5762,145,1.45,76,36.14744352
5763,153,1.53,52,22.2136785
5764,143,1.43,92,44.98997506
5765,146,1.46,54,25.33308313
5766,170,1.7,54,18.68512111
5767,175,1.75,79,25.79591837
5768,171,1.71,52,17.78324955
5769,152,1.52,41,17.74584488
5770,147,1.47,86,39.79823222
5771,179,1.79,50,15.60500609
5772,162,1.62,30,11.43118427
5773,162,1.62,57,21.71925011
5774,164,1.64,43,15.98750744
5775,174,1.74,44,14.5329634
5776,143,1.43,98,47.92410387
5777,172,1.72,45,15.21092482
5778,146,1.46,59,27.67873898
5779,161,1.61,80,30.86300683
5780,148,1.48,75,34.2403214
5781,177,1.77,27,8.618213157
5782,177,1.77,55,17.55561939
5783,141,1.41,93,46.77833107
5784,175,1.75,26,8.489795918
5785,165,1.65,77,28.28282828
5786,162,1.62,89,33.91251334
5787,145,1.45,67,31.86682521
5788,171,1.71,62,21.20310523
5789,174,1.74,42,13.87237416
5790,144,1.44,83,40.02700617
5791,165,1.65,31,11.3865932
5792,160,1.6,67,26.171875
5793,169,1.69,95,33.26214068
5794,145,1.45,35,16.64684899
5795,144,1.44,63,30.38194444
5796,171,1.71,63,21.5450908
5797,157,1.57,92,37.32402937
5798,180,1.8,85,26.2345679
5799,177,1.77,91,29.04657027
5800,148,1.48,68,31.04455807
5801,148,1.48,66,30.13148283
5802,165,1.65,88,32.32323232
5803,145,1.45,76,36.14744352
5804,179,1.79,27,8.426703286
5805,160,1.6,71,27.734375
5806,180,1.8,29,8.950617284
5807,141,1.41,31,15.59277702
5808,146,1.46,65,30.49352599
5809,145,1.45,90,42.80618312
5810,158,1.58,52,20.82999519
5811,150,1.5,74,32.88888889
5812,169,1.69,35,12.25447288
5813,154,1.54,32,13.49300051
5814,152,1.52,65,28.13365651
5815,147,1.47,100,46.27701421
5816,167,1.67,57,20.43816558
5817,167,1.67,64,22.94811574
5818,163,1.63,81,30.48665738
5819,173,1.73,84,28.06642387
5820,155,1.55,83,34.54734651
5821,163,1.63,54,20.32443826
5822,166,1.66,73,26.4915082
5823,177,1.77,97,30.96172875
5824,142,1.42,45,22.3170006
5825,175,1.75,37,12.08163265
5826,178,1.78,100,31.56167151
5827,179,1.79,26,8.114603165
5828,165,1.65,65,23.87511478
5829,177,1.77,65,20.74755019
5830,177,1.77,63,20.10916403
5831,146,1.46,92,43.16006755
5832,151,1.51,58,25.43748081
5833,157,1.57,45,18.25631871
5834,157,1.57,99,40.16390117
5835,175,1.75,85,27.75510204
5836,158,1.58,54,21.63114885
5837,145,1.45,76,36.14744352
5838,142,1.42,33,16.36580044
5839,142,1.42,84,41.65840111
5840,178,1.78,32,10.09973488
5841,158,1.58,35,14.02018907
5842,160,1.6,91,35.546875
5843,166,1.66,90,32.66076354
5844,144,1.44,81,39.0625
5845,164,1.64,64,23.7953599
5846,151,1.51,65,28.5075216
5847,170,1.7,90,31.14186851
5848,142,1.42,71,35.21126761
5849,164,1.64,98,36.43664485
5850,140,1.4,39,19.89795918
5851,140,1.4,93,47.44897959
5852,142,1.42,37,18.34953382
5853,168,1.68,46,16.29818594
5854,179,1.79,47,14.66870572
5855,162,1.62,70,26.6727633
5856,160,1.6,62,24.21875
5857,157,1.57,41,16.63353483
5858,168,1.68,79,27.99036281
5859,157,1.57,67,27.18163009
5860,156,1.56,59,24.24391847
5861,164,1.64,88,32.71861987
5862,168,1.68,47,16.65249433
5863,177,1.77,89,28.40818411
5864,158,1.58,92,36.85306842
5865,155,1.55,70,29.13631634
5866,157,1.57,34,13.79366303
5867,179,1.79,72,22.47120876
5868,179,1.79,30,9.363003652
5869,143,1.43,84,41.07780332
5870,170,1.7,54,18.68512111
5871,147,1.47,42,19.43634597
5872,156,1.56,63,25.88757396
5873,175,1.75,52,16.97959184
5874,144,1.44,45,21.70138889
5875,160,1.6,71,27.734375
5876,163,1.63,53,19.94805977
5877,152,1.52,92,39.8199446
5878,156,1.56,91,37.39316239
5879,164,1.64,52,19.33372992
5880,145,1.45,83,39.47681332
5881,144,1.44,78,37.61574074
5882,151,1.51,28,12.28016315
5883,172,1.72,55,18.59113034
5884,158,1.58,72,28.84153181
5885,159,1.59,80,31.64431787
5886,146,1.46,53,24.86395196
5887,170,1.7,67,23.183391
5888,173,1.73,44,14.70146012
5889,175,1.75,29,9.469387755
5890,172,1.72,53,17.91508924
5891,172,1.72,45,15.21092482
5892,147,1.47,63,29.15451895
5893,166,1.66,50,18.14486863
5894,175,1.75,81,26.44897959
5895,166,1.66,81,29.39468718
5896,145,1.45,37,17.5980975
5897,141,1.41,92,46.27533826
5898,169,1.69,40,14.00511187
5899,169,1.69,63,22.05805119
5900,169,1.69,32,11.20408949
5901,171,1.71,32,10.94353818
5902,155,1.55,88,36.62851197
5903,152,1.52,65,28.13365651
5904,148,1.48,72,32.87070855
5905,180,1.8,37,11.41975309
5906,148,1.48,70,31.95763331
5907,175,1.75,93,30.36734694
5908,164,1.64,67,24.9107674
5909,180,1.8,68,20.98765432
5910,148,1.48,28,12.78305332
5911,173,1.73,53,17.70857697
5912,149,1.49,98,44.14215576
5913,146,1.46,65,30.49352599
5914,176,1.76,96,30.99173554
5915,156,1.56,76,31.22945431
5916,163,1.63,64,24.08822312
5917,170,1.7,100,34.60207612
5918,156,1.56,49,20.13477975
5919,152,1.52,95,41.11842105
5920,164,1.64,25,9.295062463
5921,161,1.61,46,17.74622893
5922,148,1.48,97,44.28414901
5923,151,1.51,45,19.73597649
5924,145,1.45,31,14.74435196
5925,168,1.68,56,19.84126984
5926,154,1.54,87,36.68409513
5927,160,1.6,32,12.5
5928,171,1.71,29,9.917581478
5929,141,1.41,70,35.2094965
5930,152,1.52,75,32.46191136
5931,177,1.77,26,8.299020077
5932,174,1.74,85,28.07504294
5933,163,1.63,55,20.70081674
5934,155,1.55,35,14.56815817
5935,141,1.41,76,38.22745335
5936,156,1.56,25,10.27284681
5937,169,1.69,36,12.60460068
5938,180,1.8,53,16.35802469
5939,161,1.61,96,37.03560819
5940,174,1.74,75,24.77209671
5941,178,1.78,57,17.99015276
5942,151,1.51,53,23.24459454
5943,167,1.67,61,21.87242282
5944,167,1.67,63,22.58955144
5945,165,1.65,89,32.69054178
5946,175,1.75,77,25.14285714
5947,144,1.44,62,29.89969136
5948,162,1.62,63,24.00548697
5949,167,1.67,72,25.81663021
5950,170,1.7,88,30.44982699
5951,179,1.79,94,29.33741144
5952,149,1.49,61,27.47623981
5953,157,1.57,93,37.72972534
5954,177,1.77,44,14.04449552
5955,152,1.52,50,21.64127424
5956,141,1.41,87,43.76037423
5957,166,1.66,37,13.42720279
5958,162,1.62,49,18.67093431
5959,154,1.54,31,13.07134424
5960,147,1.47,59,27.30343838
5961,156,1.56,91,37.39316239
5962,152,1.52,67,28.99930748
5963,164,1.64,79,29.37239738
5964,160,1.6,42,16.40625
5965,143,1.43,51,24.94009487
5966,141,1.41,88,44.26336703
5967,145,1.45,87,41.37931034
5968,143,1.43,52,25.42911634
5969,175,1.75,80,26.12244898
5970,146,1.46,28,13.13567273
5971,180,1.8,87,26.85185185
5972,169,1.69,88,30.8112461
5973,159,1.59,91,35.99541157
5974,150,1.5,73,32.44444444
5975,160,1.6,63,24.609375
5976,152,1.52,97,41.98407202
5977,143,1.43,77,37.65465304
5978,180,1.8,47,14.50617284
5979,143,1.43,88,43.03388919
5980,157,1.57,38,15.41644691
5981,175,1.75,91,29.71428571
5982,165,1.65,79,29.0174472
5983,158,1.58,72,28.84153181
5984,154,1.54,30,12.64968797
5985,174,1.74,33,10.89972255
5986,143,1.43,69,33.74248129
5987,165,1.65,37,13.59044995
5988,144,1.44,97,46.77854938
5989,167,1.67,80,28.68514468
5990,149,1.49,93,41.89000495
5991,146,1.46,64,30.02439482
5992,163,1.63,38,14.30238248
5993,144,1.44,60,28.93518519
5994,178,1.78,44,13.88713546
5995,166,1.66,91,33.02366091
5996,152,1.52,76,32.89473684
5997,165,1.65,27,9.917355372
5998,155,1.55,83,34.54734651
5999,161,1.61,57,21.98989237
6000,155,1.55,85,35.3798127
6001,143,1.43,97,47.4350824
6002,151,1.51,70,30.70040788
6003,157,1.57,32,12.98227109
6004,178,1.78,30,9.468501452
6005,160,1.6,33,12.890625
6006,178,1.78,60,18.9370029
6007,168,1.68,71,25.15589569
6008,152,1.52,78,33.76038781
6009,170,1.7,60,20.76124567
6010,174,1.74,49,16.18443652
6011,170,1.7,43,14.87889273
6012,147,1.47,62,28.69174881
6013,175,1.75,57,18.6122449
6014,153,1.53,95,40.58268187
6015,142,1.42,50,24.79666733
6016,146,1.46,64,30.02439482
6017,155,1.55,34,14.15192508
6018,150,1.5,80,35.55555556
6019,160,1.6,77,30.078125
6020,140,1.4,79,40.30612245
6021,140,1.4,41,20.91836735
6022,170,1.7,69,23.87543253
6023,167,1.67,67,24.02380867
6024,172,1.72,70,23.66143862
6025,177,1.77,72,22.98190175
6026,143,1.43,62,30.31933102
6027,174,1.74,90,29.72651605
6028,167,1.67,88,31.55365915
6029,150,1.5,79,35.11111111
6030,156,1.56,93,38.21499014
6031,169,1.69,73,25.55932916
6032,145,1.45,100,47.56242568
6033,180,1.8,41,12.65432099
6034,160,1.6,57,22.265625
6035,152,1.52,85,36.7901662
6036,175,1.75,73,23.83673469
6037,170,1.7,97,33.56401384
6038,160,1.6,66,25.78125
6039,140,1.4,96,48.97959184
6040,148,1.48,78,35.60993426
6041,154,1.54,42,17.70956316
6042,161,1.61,66,25.46198063
6043,156,1.56,71,29.17488494
6044,169,1.69,92,32.21175729
6045,165,1.65,76,27.91551882
6046,148,1.48,35,15.97881665
6047,161,1.61,67,25.84776822
6048,163,1.63,45,16.93703188
6049,154,1.54,89,37.52740766
6050,171,1.71,87,29.75274443
6051,178,1.78,61,19.25261962
6052,164,1.64,89,33.09042237
6053,162,1.62,52,19.81405274
6054,144,1.44,35,16.87885802
6055,170,1.7,46,15.91695502
6056,140,1.4,52,26.53061224
6057,140,1.4,71,36.2244898
6058,151,1.51,67,29.38467611
6059,141,1.41,57,28.67059001
6060,176,1.76,36,11.62190083
6061,155,1.55,54,22.47658689
6062,148,1.48,79,36.06647188
6063,171,1.71,81,27.70083102
6064,176,1.76,57,18.40134298
6065,159,1.59,36,14.23994304
6066,168,1.68,30,10.6292517
6067,166,1.66,91,33.02366091
6068,163,1.63,62,23.33546614
6069,146,1.46,51,23.92568962
6070,145,1.45,55,26.15933413
6071,166,1.66,64,23.22543185
6072,155,1.55,70,29.13631634
6073,151,1.51,35,15.35020394
6074,160,1.6,89,34.765625
6075,152,1.52,28,12.11911357
6076,161,1.61,99,38.19297095
6077,174,1.74,40,13.21178491
6078,164,1.64,79,29.37239738
6079,179,1.79,26,8.114603165
6080,160,1.6,62,24.21875
6081,168,1.68,93,32.95068027
6082,172,1.72,57,19.26717144
6083,160,1.6,75,29.296875
6084,140,1.4,92,46.93877551
6085,145,1.45,77,36.62306778
6086,143,1.43,73,35.69856717
6087,175,1.75,46,15.02040816
6088,156,1.56,62,25.47666009
6089,178,1.78,34,10.73096831
6090,143,1.43,87,42.54486772
6091,156,1.56,61,25.06574622
6092,163,1.63,81,30.48665738
6093,166,1.66,88,31.93496879
6094,140,1.4,29,14.79591837
6095,168,1.68,56,19.84126984
6096,180,1.8,53,16.35802469
6097,170,1.7,61,21.10726644
6098,164,1.64,50,18.59012493
6099,157,1.57,83,33.67276563
6100,164,1.64,36,13.38488995
6101,145,1.45,46,21.87871581
6102,159,1.59,63,24.91990032
6103,159,1.59,38,15.03105099
6104,179,1.79,56,17.47760682
6105,159,1.59,37,14.63549701
6106,161,1.61,80,30.86300683
6107,165,1.65,52,19.10009183
6108,155,1.55,97,40.37460978
6109,170,1.7,42,14.53287197
6110,169,1.69,55,19.25702882
6111,161,1.61,73,28.16249373
6112,173,1.73,78,26.06167931
6113,157,1.57,28,11.3594872
6114,175,1.75,43,14.04081633
6115,170,1.7,27,9.342560554
6116,160,1.6,36,14.0625
6117,172,1.72,54,18.25310979
6118,160,1.6,48,18.75
6119,160,1.6,58,22.65625
6120,178,1.78,66,20.83070319
6121,164,1.64,74,27.51338489
6122,168,1.68,80,28.3446712
6123,152,1.52,63,27.26800554
6124,155,1.55,34,14.15192508
6125,148,1.48,54,24.65303141
6126,156,1.56,55,22.60026298
6127,173,1.73,43,14.36733603
6128,154,1.54,94,39.63568899
6129,180,1.8,49,15.12345679
6130,151,1.51,39,17.10451296
6131,155,1.55,88,36.62851197
6132,142,1.42,86,42.6502678
6133,140,1.4,62,31.63265306
6134,174,1.74,33,10.89972255
6135,149,1.49,51,22.9719382
6136,156,1.56,28,11.50558843
6137,174,1.74,69,22.79032897
6138,143,1.43,67,32.76443836
6139,162,1.62,85,32.38835543
6140,164,1.64,85,31.60321237
6141,147,1.47,45,20.82465639
6142,148,1.48,88,40.17531045
6143,157,1.57,82,33.26706966
6144,160,1.6,93,36.328125
6145,159,1.59,75,29.666548
6146,164,1.64,70,26.0261749
6147,180,1.8,98,30.24691358
6148,162,1.62,95,36.19875019
6149,169,1.69,73,25.55932916
6150,159,1.59,82,32.43542581
6151,162,1.62,48,18.28989483
6152,177,1.77,96,30.64253567
6153,154,1.54,63,26.56434475
6154,168,1.68,66,23.38435374
6155,170,1.7,35,12.11072664
6156,164,1.64,29,10.78227246
6157,170,1.7,68,23.52941176
6158,161,1.61,54,20.83252961
6159,162,1.62,37,14.0984606
6160,168,1.68,45,15.94387755
6161,140,1.4,65,33.16326531
6162,152,1.52,89,38.52146814
6163,170,1.7,62,21.4532872
6164,163,1.63,80,30.1102789
6165,140,1.4,80,40.81632653
6166,169,1.69,63,22.05805119
6167,180,1.8,36,11.11111111
6168,149,1.49,36,16.21548579
6169,141,1.41,57,28.67059001
6170,142,1.42,85,42.15433446
6171,152,1.52,100,43.28254848
6172,160,1.6,72,28.125
6173,159,1.59,96,37.97318144
6174,179,1.79,30,9.363003652
6175,150,1.5,52,23.11111111
6176,169,1.69,37,12.95472848
6177,144,1.44,43,20.73688272
6178,174,1.74,85,28.07504294
6179,156,1.56,32,13.14924392
6180,161,1.61,42,16.20307858
6181,172,1.72,34,11.49269876
6182,154,1.54,92,38.79237645
6183,180,1.8,63,19.44444444
6184,154,1.54,60,25.29937595
6185,175,1.75,46,15.02040816
6186,151,1.51,77,33.77044866
6187,158,1.58,85,34.0490306
6188,148,1.48,25,11.41344047
6189,140,1.4,64,32.65306122
6190,151,1.51,30,13.15731766
6191,149,1.49,28,12.6120445
6192,155,1.55,97,40.37460978
6193,147,1.47,44,20.36188625
6194,169,1.69,97,33.96239627
6195,144,1.44,95,45.81404321
6196,151,1.51,27,11.8415859
6197,160,1.6,97,37.890625
6198,176,1.76,85,27.44059917
6199,174,1.74,80,26.42356982
6200,158,1.58,33,13.21903541
6201,151,1.51,47,20.613131
6202,164,1.64,31,11.52587745
6203,150,1.5,42,18.66666667
6204,165,1.65,95,34.89439853
6205,166,1.66,99,35.92683989
6206,141,1.41,53,26.65861878
6207,171,1.71,53,18.12523512
6208,141,1.41,72,36.21548212
6209,177,1.77,66,21.06674327
6210,180,1.8,25,7.716049383
6211,154,1.54,43,18.13121943
6212,143,1.43,73,35.69856717
6213,165,1.65,69,25.34435262
6214,169,1.69,96,33.61226848
6215,178,1.78,61,19.25261962
6216,176,1.76,27,8.71642562
6217,153,1.53,78,33.32051775
6218,177,1.77,41,13.08691628
6219,146,1.46,71,33.308313
6220,142,1.42,43,21.3251339
6221,147,1.47,39,18.04803554
6222,144,1.44,63,30.38194444
6223,167,1.67,89,31.91222346
6224,142,1.42,100,49.59333466
6225,174,1.74,49,16.18443652
6226,145,1.45,65,30.91557669
6227,144,1.44,78,37.61574074
6228,155,1.55,37,15.40062435
6229,145,1.45,63,29.96432818
6230,172,1.72,45,15.21092482
6231,166,1.66,57,20.68515024
6232,150,1.5,38,16.88888889
6233,172,1.72,92,31.09789075
6234,180,1.8,45,13.88888889
6235,165,1.65,62,22.77318641
6236,152,1.52,97,41.98407202
6237,153,1.53,71,30.33021487
6238,140,1.4,58,29.59183673
6239,173,1.73,69,23.05456246
6240,166,1.66,93,33.74945565
6241,178,1.78,60,18.9370029
6242,149,1.49,62,27.92666997
6243,165,1.65,81,29.75206612
6244,164,1.64,54,20.07733492
6245,156,1.56,55,22.60026298
6246,171,1.71,57,19.49317739
6247,146,1.46,35,16.41959092
6248,176,1.76,74,23.88946281
6249,176,1.76,52,16.78719008
6250,164,1.64,90,33.46222487
6251,146,1.46,35,16.41959092
6252,168,1.68,99,35.07653061
6253,174,1.74,48,15.85414189
6254,162,1.62,90,34.29355281
6255,159,1.59,63,24.91990032
6256,167,1.67,36,12.90831511
6257,156,1.56,38,15.61472715
6258,179,1.79,94,29.33741144
6259,148,1.48,65,29.67494522
6260,167,1.67,61,21.87242282
6261,167,1.67,94,33.705045
6262,165,1.65,36,13.2231405
6263,179,1.79,37,11.5477045
6264,145,1.45,52,24.73246136
6265,151,1.51,46,20.17455375
6266,163,1.63,25,9.409462155
6267,152,1.52,57,24.67105263
6268,143,1.43,60,29.34128808
6269,149,1.49,88,39.63785415
6270,155,1.55,83,34.54734651
6271,178,1.78,84,26.51180407
6272,145,1.45,100,47.56242568
6273,150,1.5,94,41.77777778
6274,177,1.77,45,14.3636886
6275,159,1.59,89,35.20430363
6276,147,1.47,86,39.79823222
6277,150,1.5,36,16
6278,162,1.62,92,35.05563176
6279,156,1.56,46,18.90203813
6280,146,1.46,93,43.62919872
6281,175,1.75,46,15.02040816
6282,140,1.4,54,27.55102041
6283,147,1.47,68,31.46836966
6284,159,1.59,52,20.56880661
6285,168,1.68,34,12.04648526
6286,176,1.76,77,24.85795455
6287,173,1.73,78,26.06167931
6288,159,1.59,94,37.18207349
6289,162,1.62,96,36.57978967
6290,164,1.64,78,29.00059488
6291,140,1.4,71,36.2244898
6292,149,1.49,44,19.81892708
6293,140,1.4,38,19.3877551
6294,159,1.59,70,27.68877813
6295,167,1.67,63,22.58955144
6296,149,1.49,61,27.47623981
6297,161,1.61,78,30.09143166
6298,145,1.45,36,17.12247325
6299,144,1.44,31,14.94984568
6300,163,1.63,94,35.3795777
6301,166,1.66,56,20.32225287
6302,163,1.63,53,19.94805977
6303,161,1.61,30,11.57362756
6304,170,1.7,74,25.60553633
6305,163,1.63,34,12.79686853
6306,159,1.59,32,12.65772715
6307,162,1.62,51,19.43301326
6308,159,1.59,86,34.01764171
6309,155,1.55,92,38.29344433
6310,140,1.4,90,45.91836735
6311,152,1.52,64,27.70083102
6312,164,1.64,82,30.48780488
6313,156,1.56,77,31.64036818
